pid,meta_class,meta_town_code,meta_nbhd,meta_certified_est_bldg,meta_certified_est_land,meta_cdu,meta_deed_type,char_hd_sf,char_age,char_apts,char_ext_wall,char_roof_cnst,char_rooms,char_beds,char_bsmt,char_bsmt_fin,char_heat,char_oheat,char_air,char_frpl,char_attic_type,char_fbath,char_hbath,char_tp_plan,char_tp_dsgn,char_cnst_qlty,char_site,char_gar1_size,char_gar1_cnst,char_gar1_att,char_gar1_area,char_ot_impr,char_bldg_sf,char_repair_cnd,char_use,char_type_resd,char_attic_fnsh,char_renovation,char_porch,geo_property_city,geo_property_zip,geo_tract_pop,geo_white_perc,geo_black_perc,geo_asian_perc,geo_his_perc,geo_other_perc,geo_fips,geo_municipality,geo_ohare_noise,geo_floodplain,geo_fs_flood_factor,geo_fs_flood_risk_direction,geo_withinmr100,geo_withinmr101300,geo_school_elem_district,geo_school_hs_district,econ_tax_rate,econ_midincome,ind_large_home,ind_garage,ind_arms_length
8983,295,77,77120,491810,35390,NA,W,1041,21,NA,2,1,7,4,2,3,1,5,1,0,3,2,1,2,2,2,2,3,2,1,1,0,2491,2,1,3,NA,NA,NA,CHICAGO,60642,3584,0.6130022321428571,0.22293526785714285,0.07868303571428571,0.05943080357142857,0.05189732142857143,14000,Chicago,0,0,1,0,0,1,OTIS,WELLS HS,6.913,104423,FALSE,TRUE,TRUE
8984,203,71,71260,165350,59910,AV,W,4793,106,NA,1,1,4,3,2,3,1,5,2,0,3,1,0,NA,NA,2,2,3,1,2,2,0,1176,2,1,1,NA,1,NA,CHICAGO,60641,5624,0.1248221906116643,0.0215149359886202,0.01369132290184921,0.8280583214793741,0.01866998577524893,14000,Chicago,0,0,2,1,0,0,FALCONER,FOREMAN HS,6.894,59246,FALSE,TRUE,TRUE
8985,278,77,77103,361820,65620,NA,W,3125,3,NA,3,6,7,4,1,1,1,5,1,1,3,3,1,2,2,2,2,3,1,2,2,0,2100,2,1,2,NA,NA,NA,CHICAGO,60612,2172,0.17679558011049723,0.4525782688766114,0.1201657458563536,0.22974217311233883,0.04143646408839779,14000,Chicago,0,0,3,0,0,1,JENSEN,MANLEY HS,6.913,80313,FALSE,TRUE,TRUE
8986,203,22,22085,194480,56250,NA,W,6250,58,NA,2,1,5,3,1,3,1,5,2,0,3,1,0,NA,NA,2,2,3,2,2,2,0,1130,2,1,1,NA,NA,NA,MORTON GROVE,60053,3141,0.5313594396688952,0.07736389684813753,0.26392868513212353,0.04616364215218083,0.1139764406240051,50647,Morton Grove,0,0,1,0,0,0,SCHOOL DISTRICT  63,MAINE TOWNSHIP HIGH SCHOOL  207,9.008,64331,FALSE,TRUE,TRUE
8987,203,37,37183,90800,42750,NA,O,9000,54,NA,1,1,6,3,1,3,1,5,2,0,3,1,1,NA,NA,2,2,4,1,2,2,0,1256,2,1,1,NA,NA,NA,LANSING,60438,4549,0.38162233457902833,0.4829632886348648,0.02857770938667839,0.09474609804352604,0.02418113871180479,42028,Lansing,0,0,1,0,0,0,SCHOOL DISTRICT 158,THORNTON TWP FRACTIONAL HIGH SCHOOL 215,19.524,59935,FALSE,TRUE,TRUE
8988,203,11,11020,151450,36850,NA,W,3780,95,NA,3,1,7,4,1,1,1,5,1,0,1,1,0,2,2,2,2,3,1,2,2,0,1733,2,1,5,1,NA,NA,BERWYN,60402,5462,0.28890516294397656,0.03075796411570853,0.04998169168802637,0.6094837056023434,0.03698279018674478,05573,Berwyn,0,0,1,0,0,0,SCHOOL DISTRICT 98,BERWYN CICERO STICKNEY HIGH SCHOOL 201,14.144,66771,FALSE,TRUE,TRUE
8989,278,29,29140,434380,66550,NA,W,10649,20,NA,3,1,8,4,1,3,1,5,1,1,3,2,1,2,1,2,2,6,3,1,1,0,3341,1,1,2,NA,NA,NA,PALATINE,60067,6827,0.7694448513256189,0.01039988281822176,0.20301743078951223,0,0.03427567013329427,57225,Palatine,0,0,1,0,0,0,SCHOOL DISTRICT C C  15,PALATINE TOWNSHIP HIGH SCHOOL  211,9.835,157125,FALSE,TRUE,TRUE
8990,278,77,77030,719400,66930,NA,W,2625,6,NA,1,6,6,3,3,1,1,5,1,1,3,3,1,2,2,2,2,3,1,1,2,0,2310,2,1,3,NA,NA,NA,CHICAGO,60647,3038,0.5888742593811718,0.03587886767610269,0.054312047399605,0.2926267281105991,0.05661619486504279,14000,Chicago,0,0,1,0,0,0,CHASE,CLEMENTE HS,6.915,103750,FALSE,TRUE,TRUE
8991,203,72,72321,57270,20630,NA,W,3751,90,NA,2,1,6,3,1,1,1,5,2,0,1,1,0,2,2,2,2,7,NA,NA,NA,0,1229,2,1,1,3,NA,1,CHICAGO,60643,2279,0.00614304519526108,0.936375603334796,0,0.01623519087318999,0.08249232119350593,14000,Chicago,0,0,1,0,0,0,MOUNT VERNON,JULIAN HS,6.908,39893,FALSE,FALSE,TRUE
8992,211,73,73084,469880,299960,NA,W,4687,112,2,2,2,17,9,2,2,2,5,1,0,3,3,0,2,2,2,2,3,1,2,2,0,3937,1,2,2,NA,NA,1,CHICAGO,60657,1576,0.876269035532995,0.04187817258883249,0.03426395939086294,0.02474619289340101,0.04568527918781726,14000,Chicago,0,0,1,0,0,0,BURLEY,LAKE VIEW HS,6.89,127059,FALSE,TRUE,TRUE
8993,203,72,72380,184530,42300,NA,T,4230,63,NA,2,1,5,3,1,1,1,5,1,0,3,1,0,NA,NA,2,2,3,1,2,2,0,1022,2,1,1,NA,NA,NA,CHICAGO,60638,5341,0.5856581164575922,0.00355738625725519,0.00861261935967047,0.38944017974162143,0.0254633963677214,14000,Chicago,0,0,6,1,0,0,BYRNE,KENNEDY HS,6.934,96326,FALSE,TRUE,TRUE
8994,234,31,31104,201720,46980,NA,W,7830,62,NA,3,1,6,4,3,1,1,5,1,3,3,1,1,2,2,2,2,3,3,1,2,0,1462,2,1,4,NA,NA,NA,WESTCHESTER,60154,5569,0.664571736397917,0.07739270964266474,0.059974860836775,0.192853295026037,0.01041479619321242,80047,Westchester,0,0,1,0,0,0,SCHOOL DISTRICT 92 1/2,PROVISO TOWNSHIP HIGH SCHOOL 209,9.688,85958,FALSE,TRUE,TRUE
8995,278,38,38011,242950,43670,NA,W,7595,53,NA,1,1,8,4,4,3,1,5,1,1,3,2,1,2,NA,2,2,3,1,1,2,0,2086,2,1,2,NA,NA,NA,BUFFALO GROVE,60089,5367,0.781255822619713,0.01397428731134712,0.0955841252096143,0.10806782187441774,0.00223588596981553,09447,Buffalo Grove,0,0,1,0,0,0,SCH DIST 21 WHEELING COMM CONSOLIDATED,ARLINGTON HTS TWNSHP H S 214,10.618,111042,FALSE,TRUE,TRUE
8996,205,71,71461,281230,67500,NA,W,5000,80,NA,2,1,6,3,1,1,1,5,1,1,3,1,1,NA,NA,2,2,2,1,2,2,0,1296,2,1,2,NA,NA,NA,CHICAGO,60646,4725,0.6960846560846561,0.03047619047619047,0.1073015873015873,0.14137566137566138,0.04952380952380952,14000,Chicago,0,0,1,0,0,0,EDGEBROOK,TAFT HS,6.884772382397572,105833,FALSE,TRUE,TRUE
8997,205,71,71371,186970,48750,AV,W,3900,93,NA,2,1,7,3,1,3,1,5,2,0,1,1,0,NA,NA,2,2,3,1,2,2,0,1854,2,1,2,3,NA,1,CHICAGO,60634,4044,0.6666666666666666,0.01854599406528189,0.05143422354104846,0.258160237388724,0.01038575667655786,14000,Chicago,0,0,1,0,0,0,DEVER,STEINMETZ COLLEGE PREP HS,6.894,63281,FALSE,TRUE,TRUE
8998,203,37,37162,124400,30480,NA,W,7620,66,NA,1,1,6,3,1,1,1,5,1,0,3,2,1,2,2,2,2,3,1,1,2,0,1390,2,1,1,3,NA,NA,HOMEWOOD,60430,3910,0.429156010230179,0.46342710997442454,0.01278772378516624,0.08618925831202046,0.01687979539641944,35879,Homewood,0,0,1,0,0,0,SCHOOL DISTRICT 153,HOMEWOOD FLOSSMOOR COMM HIGH SCHOOL  233,17.218,46713,FALSE,TRUE,TRUE
8999,203,71,71150,171810,50320,NA,W,4026,99,NA,1,1,4,3,2,3,1,5,2,0,3,1,0,NA,NA,2,2,1,1,2,2,0,1200,2,1,1,NA,NA,NA,CHICAGO,60634,4106,0.5189965903555772,0,0.07696054554310765,0.4040428641013151,0,14000,Chicago,0,0,1,0,0,0,SMYSER,SCHURZ HS,6.884772382397572,72122,FALSE,TRUE,TRUE
9000,211,72,72071,118490,33360,NA,T,4171,93,4,2,2,16,8,1,3,2,5,2,1,3,4,0,2,2,2,2,4,2,1,2,0,4764,2,2,2,NA,NA,1,CHICAGO,60629,4887,0.02782893390628197,0.5297728667894414,0.00757110701862083,0.4098629015756088,0.04992838142009413,14000,Chicago,0,0,1,0,0,0,MARQUETTE,GAGE PARK HS,6.934,36783,FALSE,TRUE,TRUE
9001,203,71,71371,224080,88310,NA,W,7065,67,NA,2,1,7,3,1,3,1,5,1,0,1,2,0,2,2,2,2,3,1,2,2,0,1704,2,1,5,1,NA,1,CHICAGO,60634,4044,0.6666666666666666,0.01854599406528189,0.05143422354104846,0.258160237388724,0.01038575667655786,14000,Chicago,0,0,1,0,0,0,DEVER,STEINMETZ COLLEGE PREP HS,6.884772382397572,63281,FALSE,TRUE,TRUE
9002,203,72,72120,47210,20310,NA,W,3125,103,NA,1,1,5,2,1,3,2,5,2,0,1,1,0,2,NA,2,2,3,1,2,2,0,1008,2,1,1,3,NA,1,CHICAGO,60636,1666,0.01680672268907563,0.9147659063625452,0,0.06842737094837935,0,14000,Chicago,0,0,1,0,0,0,CLAREMONT,GAGE PARK HS,6.934,28125,FALSE,TRUE,TRUE
9003,203,72,72300,246670,76000,AV,T,8000,50,NA,2,1,6,4,1,3,1,5,1,0,3,2,1,NA,NA,2,2,3,1,2,2,0,1596,2,1,1,NA,NA,NA,CHICAGO,60643,2778,0.34485241180705545,0.5518358531317494,0,0.04535637149028078,0.11303095752339812,14000,Chicago,0,0,1,0,0,0,CLISSOLD,MORGAN PARK HS,6.908,78594,FALSE,TRUE,TRUE
9004,234,35,35072,237900,52570,GD,W,8763,43,NA,3,1,5,3,3,1,1,5,1,1,3,1,1,2,2,2,2,3,3,1,1,0,1485,2,1,4,NA,NA,NA,SCHAUMBURG,60193,4337,0.7719621858427484,0.01544846668203827,0.12681577127046345,0.06456075628314503,0.04242563984320959,68003,Schaumburg,0,0,1,0,0,0,SCHOOL DISTRICT C C 54,PALATINE TOWNSHIP HIGH SCHOOL  211,9.172189655172414,83889,FALSE,TRUE,TRUE
9005,211,11,11040,204460,44180,NA,T,4110,45,2,2,1,12,6,2,3,1,5,2,0,3,4,0,NA,NA,2,2,1,2,1,2,0,1920,2,2,2,NA,NA,NA,BERWYN,60402,4820,0.5466804979253111,0.03858921161825726,0.03858921161825726,0.35809128630705395,0.03609958506224066,05573,Berwyn,0,0,1,0,0,1,SCHOOL DISTRICT  100,BERWYN CICERO STICKNEY HIGH SCHOOL 201,15.456,53393,FALSE,TRUE,TRUE
9006,203,24,24081,201120,62700,NA,W,6600,65,NA,3,1,5,3,1,1,1,5,1,0,2,1,1,NA,NA,2,2,3,1,2,2,0,1068,2,1,1,3,NA,NA,MORTON GROVE,60053,4578,0.5930537352555701,0.03691568370467453,0.28331148973350806,0.059196155526430753,0.03866317169069463,50647,Morton Grove,0,0,1,0,0,1,SCHOOL DISTRICT 67,COMMUNITY HIGH SCHOOL  219,8.959,83634,FALSE,TRUE,TRUE
9007,295,35,35108,108550,25620,NA,W,1767,44,NA,1,1,5,3,4,3,1,5,1,0,3,1,1,NA,NA,2,2,1,1,1,2,0,1446,2,1,2,NA,NA,NA,HANOVER PARK,60133,5223,0.6034845874018763,0.01531686770055523,0.15029676431169825,0.218648286425426,0.02010338885697874,32746,Hanover Park,0,0,1,0,0,0,SCHOOL DISTRICT C C 54,PALATINE TOWNSHIP HIGH SCHOOL  211,10.825,80957,FALSE,TRUE,TRUE
9008,205,17,17060,146930,66000,NA,W,6000,100,NA,1,1,7,3,1,3,1,5,1,0,3,2,0,2,2,2,2,3,1,2,2,0,1226,2,1,2,1,NA,1,EVANSTON,60201,4823,0.11300020733982998,0.5357661206717811,0.02073398299813394,0.27451793489529336,0.102011196350819,24582,Evanston,0,0,6,0,0,0,SCHOOL DISTRICT C C  65,EVANSTON TOWNSHIP HIGH SCHOOL  202,8.035,48648,FALSE,TRUE,TRUE
9009,278,38,38040,335740,63740,NA,T,10199,34,NA,1,1,9,5,3,3,1,5,1,0,3,2,1,2,2,2,2,3,1,1,2,0,2920,2,1,2,NA,NA,NA,ARLINGTON HEIGHTS,60004,4918,0.7879219194794632,0.01240341602277348,0.12057747051647012,0.0719804798698658,0.01423342822285481,02154,Arlington Heights,0,0,1,0,0,0,SCH DIST 21 WHEELING COMM CONSOLIDATED,ARLINGTON HTS TWNSHP H S 214,10.449,105991,FALSE,TRUE,TRUE
9010,203,37,37021,72730,17700,NA,W,4720,59,NA,3,1,5,3,1,3,1,5,2,0,2,1,0,NA,NA,2,2,3,1,2,2,0,1087,2,1,1,3,NA,NA,DOLTON,60419,6330,0.0693522906793049,0.8759873617693523,0.00505529225908372,0.0372827804107425,0.02464454976303317,20292,Dolton,0,0,1,0,0,0,SCHOOL DISTRICT  148,THORNTON TOWNSHIP HIGH SCHOOL  205,30.059,41653,FALSE,TRUE,TRUE
9011,203,71,71090,204990,61620,NA,T,4250,70,NA,2,1,4,3,1,1,1,5,1,0,1,1,0,2,NA,2,2,3,2,2,2,0,1485,2,1,5,1,NA,NA,CHICAGO,60634,3599,0.6976938038343985,0.01472631286468463,0.03778827452070019,0.24367879966657405,0.00805779383161989,14000,Chicago,0,0,1,0,0,0,PORTAGE PARK,SCHURZ HS,6.884772382397572,76017,FALSE,TRUE,TRUE
9012,204,37,37070,33270,11820,NA,W,4300,122,NA,1,1,7,3,1,1,1,5,1,0,1,1,1,1,NA,2,2,1,1,1,1,0,1923,1,1,5,1,NA,1,HARVEY,60426,2763,0.02026782482808541,0.6996018820123054,0.0499457111834962,0.1791530944625407,0.0988056460369164,33383,Harvey,0,1,3,0,0,0,SCHOOL DISTRICT  152,THORNTON TOWNSHIP HIGH SCHOOL  205,26.613,21015,FALSE,TRUE,TRUE
9013,202,70,70180,46690,22680,NA,W,4125,132,NA,1,1,4,2,1,3,1,5,2,0,3,1,0,2,2,2,2,7,NA,NA,NA,0,938,2,1,1,NA,NA,NA,CHICAGO,60617,3077,0.09327266818329542,0.14397140071498213,0,0.7611309717257069,0.00324991875203119,14000,Chicago,0,0,1,0,0,0,MARSH,BOWEN HS,6.908,36081,FALSE,FALSE,TRUE
9014,203,72,72281,43840,41490,NA,O,5532,93,NA,2,1,6,3,1,3,2,5,2,1,1,1,0,2,2,2,2,3,1,2,2,0,1204,2,1,1,3,NA,1,CHICAGO,60643,4067,0.01549053356282272,0.9488566510941726,0,0.01352348168182935,0.04425866732235063,14000,Chicago,0,0,1,0,0,0,GREEN,CORLISS HS,6.908,73077,FALSE,TRUE,TRUE
9015,203,21,21162,108610,43870,NA,W,8775,90,NA,1,1,5,2,2,3,1,5,1,0,3,1,0,2,NA,2,2,3,1,2,2,0,1073,2,1,1,NA,NA,NA,WILLOW SPRINGS,60480,4062,0.759970457902511,0.02166420482520925,0.01058591826686361,0.1777449532250123,0.06006893156080748,82049,Willow Springs,0,0,7,1,0,0,SCHOOL DISTRICT C C  108,COMMUNITY HIGH SCHOOL  217,13.925,73281,FALSE,TRUE,TRUE
9016,205,72,72271,239920,74400,NA,W,7440,93,NA,2,1,7,3,1,3,2,5,2,1,2,1,1,1,NA,2,2,1,1,1,1,0,1913,2,1,2,3,NA,1,CHICAGO,60643,3409,0.5869756526840716,0.34320915224405985,0.00498679964799061,0.04722792607802875,0.03520093869169844,14000,Chicago,0,0,1,0,0,0,KELLOGG,MORGAN PARK HS,6.908,152422,FALSE,TRUE,TRUE
9017,278,77,77030,539120,79680,NA,W,3125,21,NA,3,1,6,3,1,3,1,5,2,1,3,2,1,2,2,2,2,3,1,2,2,0,2210,2,1,2,NA,NA,NA,CHICAGO,60647,1752,0.3493150684931507,0.07420091324200913,0.0365296803652968,0.5171232876712328,0.03538812785388128,14000,Chicago,0,0,1,0,0,0,MOOS,CLEMENTE HS,6.89,76875,FALSE,TRUE,TRUE
9018,203,39,39081,151100,55920,NA,W,10168,61,NA,3,1,6,3,1,3,1,5,1,2,2,1,1,2,2,2,2,2,3,2,2,585,1367,2,1,1,3,NA,NA,PALOS HEIGHTS,60463,6296,0.9027954256670904,0.02636594663278272,0.02445997458703939,0.04606099110546378,3.176620076238882e-4,NA,NA,0,0,1,0,0,0,SCHOOL DISTRICT  128,COMMUNITY HIGH SCHOOL  218,9.392,63017,FALSE,TRUE,TRUE
9019,205,71,71200,167960,65620,NA,W,5250,81,NA,2,1,6,2,1,1,1,2,2,0,3,1,1,2,NA,2,2,3,2,2,2,0,1434,2,1,2,NA,NA,NA,CHICAGO,60707,7451,0.2037310428130452,0.0488525030197289,4.0263051939337e-4,0.7058113004965776,0.06710508656556168,14000,Chicago,0,0,1,0,0,0,SAYRE,STEINMETZ COLLEGE PREP HS,6.894,40262,FALSE,TRUE,TRUE
9020,207,35,35113,247340,54370,NA,W,7500,36,NA,1,1,9,5,3,3,1,5,1,1,3,2,1,2,NA,2,2,3,1,1,2,0,1937,2,1,2,NA,NA,1,ELK GROVE VILLAGE,60007,7151,0.733463851209621,0.0146832610823661,0.15102782827576564,0.08152705915256607,0.03859600055936232,23256,Elk Grove Village,0,0,1,0,0,0,SCHOOL DISTRICT C C 54,PALATINE TOWNSHIP HIGH SCHOOL  211,9.504,104968,FALSE,TRUE,TRUE
9021,202,72,72091,26960,20310,NA,T,3125,126,NA,1,1,4,2,1,3,1,5,2,0,1,1,0,NA,NA,2,2,3,1,2,2,0,672,2,1,1,3,NA,NA,CHICAGO,60609,891,0.03815937149270482,0.55331088664422,0.0101010101010101,0.3984287317620651,0,14000,Chicago,0,0,1,0,0,0,SHERMAN,TILDEN HS,6.89,19661,FALSE,TRUE,TRUE
9022,234,37,37022,33370,13990,NA,W,4666,57,NA,2,1,5,3,3,1,3,5,1,0,2,1,1,NA,NA,2,2,3,1,2,2,0,1235,2,1,4,1,NA,NA,HARVEY,60426,3768,0.01831210191082802,0.8975583864118896,0.00185774946921443,0.07351380042462845,0.01751592356687898,33383,Harvey,0,0,3,1,0,0,SCHOOL DISTRICT  152,THORNTON TOWNSHIP HIGH SCHOOL  205,26.613,31716,FALSE,TRUE,TRUE
9023,203,71,71082,189870,69300,NA,W,3150,116,NA,1,1,5,2,1,3,2,5,2,0,1,1,0,2,NA,2,2,1,1,2,2,0,1071,2,1,5,1,NA,NA,CHICAGO,60618,4693,0.4702748774770936,0.04623907948007671,0.06094182825484764,0.38163221819731513,0.0818239931813339,14000,Chicago,0,0,4,1,0,0,HENRY,ROOSEVELT HS,6.901516611295682,56029,FALSE,TRUE,TRUE
9024,203,39,39160,105220,47820,NA,W,9564,81,NA,1,1,5,2,1,3,1,5,2,0,3,1,1,NA,NA,2,2,7,NA,NA,NA,0,1024,2,1,1,NA,NA,NA,WORTH,60482,3509,0.8515246508976917,0.00769449985750926,0.00284981476204046,0.12368196067255628,0.02849814762040467,83518,Worth,0,0,1,0,0,0,SCHOOL DISTRICT  127,COMMUNITY HIGH SCHOOL  218,14.393,71830,FALSE,FALSE,TRUE
9025,202,71,71081,160640,52560,NA,W,3625,117,NA,1,1,3,2,2,3,1,5,2,0,3,1,0,NA,NA,2,2,1,1,2,2,0,680,2,1,1,NA,NA,NA,CHICAGO,60625,2927,0.2217287324906047,0.06115476597198496,0.21387085753331056,0.48821318756405874,0.02869832593098736,14000,Chicago,0,0,1,0,0,0,HAUGAN,ROOSEVELT HS,6.901516611295682,48077,FALSE,TRUE,TRUE
9026,211,71,71070,470280,72000,NA,W,4500,112,2,2,1,14,5,2,3,1,5,2,0,3,2,0,NA,NA,2,2,3,1,2,2,0,2874,2,2,2,NA,NA,NA,CHICAGO,60647,1763,0.4963131026659104,0.03176403857061826,0.00850822461712989,0.4191718661372661,0.08451503119682359,14000,Chicago,0,0,1,0,0,0,MONROE,KELVYN PARK HS,6.915,75438,FALSE,TRUE,TRUE
9027,204,33,33020,495760,126920,AV,T,12088,99,NA,2,1,7,4,1,3,2,5,2,1,1,1,1,2,2,2,2,3,1,2,2,0,2147,2,1,1,3,NA,1,RIVER FOREST,60305,5895,0.7974554707379135,0.07684478371501273,0.04359626802374894,0.06870229007633588,0.02680237489397794,64304,River Forest,0,0,1,0,0,0,SCHOOL DISTRICT 90,CONSOLIDATED HIGH SCHOOL  200,10.646,126250,FALSE,TRUE,TRUE
9028,203,27,27100,267390,43910,NA,W,4284,99,NA,2,1,6,4,1,1,1,5,1,0,1,2,0,2,2,2,2,3,1,2,2,0,1650,2,1,5,1,NA,1,OAK PARK,60304,4692,0.5991048593350383,0.17902813299232737,0.05072463768115942,0.1148763853367434,0.11146632566069906,54885,Oak Park,0,0,1,0,0,0,SCHOOL DISTRICT  97,CONSOLIDATED HIGH SCHOOL  200,13.157,91250,FALSE,TRUE,TRUE
9029,234,72,72193,149370,45770,NA,W,5385,64,NA,2,1,6,3,3,1,1,5,1,0,2,1,1,2,2,2,2,3,1,2,2,0,1189,2,1,4,3,NA,NA,CHICAGO,60652,5899,0.21766401084929649,0.1885065265299203,8.476012883539584e-4,0.590778097982709,0.00440752669944058,14000,Chicago,0,0,1,0,0,0,DURKIN PARK,BOGAN HS,6.949,68488,FALSE,TRUE,TRUE
9030,211,15,15040,172750,37800,NA,T,3780,95,2,2,1,10,6,1,3,2,5,2,0,2,2,0,2,NA,2,2,3,2,2,2,0,2568,2,2,2,3,NA,NA,CICERO,60804,3599,0.02056126701861628,0.10336204501250348,0.0027785495971103,0.8713531536537927,0.00194498471797721,14351,Cicero,0,0,1,0,0,0,SCHOOL DISTRICT  99,BERWYN CICERO STICKNEY HIGH SCHOOL 201,16.731,42123,FALSE,TRUE,TRUE
9031,203,72,72110,103760,31230,NA,W,3675,129,NA,1,1,6,3,2,3,1,5,1,0,2,1,0,2,2,2,2,3,1,2,2,0,1303,2,1,5,1,NA,NA,CHICAGO,60632,5474,0.05553525758129338,0,0.00986481549141395,0.9345999269272928,0,14000,Chicago,0,0,1,0,0,0,SAWYER,CURIE HS,6.934,52278,FALSE,TRUE,TRUE
9032,234,12,12141,69080,19440,NA,O,6480,64,NA,2,1,5,3,3,3,1,5,1,0,3,1,0,2,NA,2,2,3,3,1,2,0,1171,2,1,4,NA,NA,NA,SOUTH CHICAGO HEIGHTS,60411,4105,0.36881851400730814,0.1464068209500609,0,0.4638246041412911,0.03995127892813642,70629,South Chicago Heights,0,0,1,0,0,0,SCHOOL DISTRICT  194,BLOOM TOWNSHIP HIGH SCHOOL  206,13.152,38082,FALSE,TRUE,TRUE
9033,203,31,31141,244340,40200,NA,W,6700,69,NA,2,1,7,3,1,3,1,5,1,1,1,1,1,2,NA,2,2,3,1,2,2,0,1780,2,1,5,1,NA,NA,LA GRANGE PARK,60526,4852,0.7298021434460017,0.06492168178070899,0.02431986809563066,0.17642209398186315,0.00906842539159109,40793,La Grange Park,0,0,1,0,0,0,SCHOOL DISTRICT 95,RIVERSIDE BROOKFIELD HIGH SCHOOL 208,12.076,86331,FALSE,TRUE,TRUE
9034,208,29,29060,531890,67550,NA,O,19300,17,NA,2,1,9,5,1,3,1,5,1,2,3,4,1,2,1,2,2,5,2,1,1,0,4193,2,1,2,NA,NA,NA,PALATINE,60067,7183,0.7940971738827788,0.01127662536544619,0.14478630098844494,0.03703188082973688,0.02561603786718641,57225,Palatine,0,0,3,1,0,0,SCHOOL DISTRICT C C  15,PALATINE TOWNSHIP HIGH SCHOOL  211,9.835,132222,TRUE,TRUE,TRUE
9035,210,15,15015,76160,34680,NA,W,3468,76,NA,2,1,5,3,1,3,1,5,2,0,3,1,0,NA,NA,2,2,3,2,2,2,0,1142,2,1,2,NA,NA,NA,CICERO,60804,6490,0.04283513097072419,0.03944530046224961,0.01525423728813559,0.8942989214175655,0.00955315870570107,14351,Cicero,0,0,1,0,0,0,SCHOOL DISTRICT  99,BERWYN CICERO STICKNEY HIGH SCHOOL 201,16.731,55168,FALSE,TRUE,TRUE
9036,278,28,28104,301830,58190,NA,W,10581,30,NA,2,1,8,4,3,3,1,5,1,1,3,2,1,2,NA,2,2,3,2,1,1,0,2977,2,1,2,NA,NA,NA,ORLAND PARK,60462,6677,0.8601168189306575,0.02531076830912086,0.00748839299086416,0.1007937696570316,0.01258050022465179,56640,Orland Park,0,0,1,0,0,0,SCHOOL DISTRICT  135,CONSOLIDATED HIGH SCHOOL  230,9.413,73825,FALSE,TRUE,TRUE
9037,203,37,37033,91380,19950,NA,W,5320,62,NA,2,1,6,3,1,3,1,5,2,0,3,1,0,NA,NA,2,2,7,NA,NA,NA,0,1176,2,1,1,NA,NA,NA,DOLTON,60419,4578,0.05417212756662298,0.9159021406727827,0.00873743993010048,0.00677151594582787,0.02883355176933158,20292,Dolton,0,0,1,0,0,0,SCHOOL DISTRICT  149,THORNTON TOWNSHIP HIGH SCHOOL  205,25.009,46837,FALSE,FALSE,TRUE
9038,211,71,71180,215830,53460,NA,W,3687,107,2,2,1,14,4,1,3,1,5,2,0,3,2,0,1,2,2,2,3,1,2,2,0,2456,2,2,2,NA,NA,1,CHICAGO,60647,2927,0.1691151349504612,0.00614964127092586,0.00819952169456781,0.8028698325930987,0.02733173898189272,14000,Chicago,0,0,1,0,0,0,MOZART,KELVYN PARK HS,6.915,56667,FALSE,TRUE,TRUE
9039,203,21,21031,336490,58950,NA,W,6550,58,NA,2,1,6,3,2,3,1,5,2,0,3,1,0,NA,NA,2,2,3,1,2,2,0,1565,2,1,1,NA,NA,NA,LA GRANGE,60525,5794,0.9366586123576112,0.00673110113910942,0.02140144977562996,0.01984811874352778,0.03072143596824301,40767,La Grange,0,0,1,0,0,0,SCHOOL DISTRICT  102,LYONS TOWNSHIP HIGH SCHOOL  204,9.461,175078,FALSE,TRUE,TRUE
9040,211,70,70030,87830,45750,NA,W,3660,112,NA,2,3,17,7,1,1,2,5,2,0,3,2,1,NA,NA,2,2,3,1,2,2,0,2472,2,2,2,NA,NA,NA,CHICAGO,60637,1659,0,0.9168173598553344,0.01326100060277275,0.05967450271247739,0.02049427365883062,14000,Chicago,0,0,1,0,0,0,FISKE,HYDE PARK HS,6.89,37806,FALSE,TRUE,TRUE
9041,295,28,28036,122660,26940,NA,T,4899,32,NA,3,1,5,2,2,3,1,5,1,0,3,1,1,2,2,2,2,3,2,1,2,0,1346,2,1,2,NA,NA,NA,ORLAND PARK,60462,3951,0.7749936724879777,0.07263983801569222,0.0331561629967097,0.08605416350291066,0.05770690964312832,56640,Orland Park,0,0,1,0,0,0,SCHOOL DISTRICT  135,CONSOLIDATED HIGH SCHOOL  230,9.413,69342,FALSE,TRUE,TRUE
9042,205,38,38081,283060,70300,NA,W,20088,79,NA,1,1,8,4,1,3,1,5,1,1,3,2,1,2,1,2,2,5,1,1,2,0,2147,2,1,2,NA,NA,NA,PROSPECT HEIGHTS,60070,6430,0.8926905132192846,0.0104199066874028,0.05925349922239502,0.02939346811819595,0.01648522550544323,62016,Prospect Heights,0,0,1,0,0,0,SCHOOL DIST 23 PROSPECT HEIGHTS,ARLINGTON HTS TWNSHP H S 214,9.72,58212,FALSE,TRUE,TRUE
